File,State,Column Name,Category,New Key,Data Type
../../../covid19demographics-fall/GA/data/data.csv,GA,Cases,Cases,Total Cases,int64
../../../covid19demographics-fall/GA/data/data.csv,GA,Tested,Testing,Total Tested,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [0-17],Cases,# Cases Age [0-17],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [18-59],Cases,# Cases Age [18-59],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [60+],Cases,# Cases Age [60+],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [Unknown],Cases,# Cases Age [Unknown],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Sex_Cases [Female],Cases,Total Cases: Female,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Sex_Cases [Unknown],Cases,Total Cases: Unknown Sex,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Sex_Cases [Male],Cases,Total Cases: Male,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [American Indian/Alaska Native],Cases,# Cases Race/Ethnicity: American Indian/Alaska Native,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [Asian],Cases,# Cases Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [African-American/Black],Cases,# Cases Race/Ethnicity: African-American/Black,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [Native Hawaiian/Pacific Islander],Cases,# Cases Race/Ethnicity: Native Hawaiian/Pacific Islander,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [Other],Cases,# Cases Race/Ethnicity: Other,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [Unknown],Cases,# Cases Race/Ethnicity: Unknown,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Cases [White],Cases,# Cases Race/Ethnicity: White,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Cases [Hispanic/Latino],Cases,# Cases Race/Ethnicity: Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Cases [Non-Hispanic/Latino],Cases,# Cases Race/Ethnicity: Non-Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Cases [Unknown],Cases,# Cases Race/ Ethnicity: Unknown,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [American Indian/Alaska Native],Death,# Deaths Race/Ethnicity: American Indian/Alaska Native,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [Asian],Death,# Deaths Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [African-American/Black],Death,# Deaths Race/Ethnicity: African-American/Black,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [Native Hawaiian/Pacific Islander],Death,# Deaths Race/Ethnicity: Native Hawaiian/Pacific Islander,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [Other],Death,# Deaths Race/Ethnicity: Other,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [Unknown],Death,# Deaths Race/Ethnicity: Unknown,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Deaths [White],Death,# Deaths Race/Ethnicity: White,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Deaths [Hispanic/Latino],Death,# Deaths Race/Ethnicity: Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Deaths [Non-Hispanic/Latino],Death,# Deaths Race/Ethnicity: Non-Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Deaths [Unknown],Death,# Deaths Race/Ethnicity: Unknown,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,pullTime,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/GA/data/data.csv,GA,ICU,Hospital,ICU Admissions,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [0-1],Cases,# Cases Age [0-1],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [01-04],Cases,# Cases Age [1-4],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [05-09],Cases,# Cases Age [5-9],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [10-17],Cases,# Cases Age [10-17],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [18-29],Cases,# Cases Age [18-29],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [30-39],Cases,# Cases Age [30-39],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [40-49],Cases,# Cases Age [40-49],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [50-59],Cases,# Cases Age [50-59],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [60-69],Cases,# Cases Age [60-69],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [70-79],Cases,# Cases Age [70-79],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [80+],Cases,# Cases Age [80+],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Cases [Missing/Unknown],Cases,# Cases Age [Missing/Unknown],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [0-1],Death,# Deaths Age [0-1],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [01-04],Death,# Deaths Age [1-4],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [05-09],Death,# Deaths Age [5-9],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [10-17],Death,# Deaths Age [10-17],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [18-29],Death,# Deaths Age [18-29],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [30-39],Death,# Deaths Age [30-39],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [40-49],Death,# Deaths Age [40-49],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [50-59],Death,# Deaths Age [50-59],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [60-69],Death,# Deaths Age [60-69],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [70-79],Death,# Deaths Age [70-79],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [80+],Death,# Deaths Age [80+],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [Missing/Unknown],Death,# Deaths Age [Missing/Unknown],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [0-1],Hospital,# Hospitalized Age [0-1],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [01-04],Hospital,# Hospitalized Age [1-4],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [05-09],Hospital,# Hospitalized Age [5-9],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [10-17],Hospital,# Hospitalized Age [10-17],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [18-29],Hospital,# Hospitalized Age [18-29],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [30-39],Hospital,# Hospitalized Age [30-39],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [40-49],Hospital,# Hospitalized Age [40-49],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [50-59],Hospital,# Hospitalized Age [50-59],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [60-69],Hospital,# Hospitalized Age [60-69],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [70-79],Hospital,# Hospitalized Age [70-79],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [80+],Hospital,# Hospitalized Age [80+],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [Missing/Unknown],Hospital,# Hospitalized Age [Missing/Unknown],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Hospitalizations [Hispanic/Latino],Hospital,# Hospitalized Race/Ethnicity:  Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Hospitalizations [Non-Hispanic/Latino],Hospital,# Hospitalized Race/Ethnicity:  Non-Hispanic/Latino,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Ethnicity_Hospitalizations [Unknown],Hospital,# Hospitalized Race/Ethnicity:  Unknown Ethnicity,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [African-American/Black],Hospital,# Hospitalized Race/Ethnicity: African-American/Black,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [American Indian/Alaska Native],Hospital,# Hospitalized Race/Ethnicity: American Indian/Alaska Native,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [Asian],Hospital,# Hospitalized Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [Native Hawaiian/Pacific Islander],Hospital,# Hospitalized Race/Ethnicity: Native Hawaiian/Pacific Islander,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [Other],Hospital,# Hospitalized Race/Ethnicity: Other Race,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [Unknown],Hospital,# Hospitalized Race/Ethnicity: Unknown Race,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Race_Hospitalizations [White],Hospital,# Hospitalized Race/Ethnicity: White,float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Deaths [Unknown],Death,# Deaths Age [Unknown],float64
../../../covid19demographics-fall/GA/data/data.csv,GA,Age_Hospitalizations [Unknown],Hospital,# Hospitalized Age [Unknown],float64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,state,State,State Name,object
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,stateAbbrev,State,State,object
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,date,Date,Report Date,object
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Age [0-17],Cases,# Cases Age [0-17],int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Age [18-59],Cases,# Cases Age [18-59],int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Age [60+],Cases,# Cases Age [60+],int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Age [Unknown],Cases,# Cases Age [Unknown],int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,SexUnknown,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Hospitalizations,Hospital,Total Hospitalized,float64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Fatalities,Death,Total Deaths,int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Cases,Cases,Total Cases,int64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,Tested,Testing,Total Tested,float64
../../../covid19demographics-fall/GA/data/data_thru_3-30.csv,GA,pullTime,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/IA/data/data.csv,IA,TotalCases,Cases,Total Cases,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,TotalMaleCases,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,TotalFemaleCases,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Cases_0_17,Cases,# Cases Age [0-17],int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Cases_18_40,Cases,# Cases Age [18-40],int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Cases_41_60,Cases,# Cases Age [41-60],int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Cases_61_80,Cases,# Cases Age [61-80],int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Cases_81_plus,Cases,# Cases Age [81+],int64
../../../covid19demographics-fall/IA/data/data.csv,IA,CurrHospitalized,Hospital,Currently Hospitalized,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,DischargedRecovering,Recovered,Total Discharged/Recovering,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Deceased,Death,Total Deaths,int64
../../../covid19demographics-fall/IA/data/data.csv,IA,Scrape_Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,TotalCases,Cases,Total Cases,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,TotalMaleCases,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,TotalFemaleCases,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Cases_0_17,Cases,# Cases Age [0-17],int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Cases_18_40,Cases,# Cases Age [18-40],int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Cases_41_60,Cases,# Cases Age [41-60],int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Cases_61_80,Cases,# Cases Age [61-80],int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Cases_81_plus,Cases,# Cases Age [81+],int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,CurrHospitalized,Hospital,Currently Hospitalized,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,NeverHospitalized,Hospital,Never Hospitalized,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,DischargedRecovering,Recovered,Total Discharged/Recovering,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Deceased,Death,Total Deaths,int64
../../../covid19demographics-fall/IA/data/data_V1.csv,IA,Scrape_Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/Iceland/data/data.csv,Iceland,Date,Date,Report Date,object
../../../covid19demographics-fall/Iceland/data/data.csv,Iceland,Total_Cases,Cases,Total Cases,int64
../../../covid19demographics-fall/Iceland/data/data.csv,Iceland,Active_Cases,Cases,Total Active Cases,int64
../../../covid19demographics-fall/Iceland/data/data.csv,Iceland,Total_Deaths,Death,Total Deaths,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Ethn_Hispanic,Cases,# Cases Race/Ethnicity: Hispanic,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Ethn_NonHispanic,Cases,# Cases Race/Ethnicity: Non-Hispanic,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_AmericanIndian,Cases,# Cases Race/Ethnicity: American-Indian,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_Asian,Cases,# Cases Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_Black,Cases,# Cases Race/Ethnicity: Black,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_MultipleRaces,Cases,# Cases Race/Ethnicity: Multiple Races,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_NativeHawaiian,Cases,# Cases Race/Ethnicity: Native Hawaiian,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_Other,Cases,# Cases Race/Ethnicity: Other,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Case_Pct_Race_White,Cases,# Cases Race/Ethnicity: White,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,CasesAmongHCW,Hospital,# Cases HCW,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,CasesRecovered,Recovered,Total Recovered,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Ethn_Hispanic,Death,% Deaths Race/Ethnicity: Hispanic,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Ethn_NonHispanic,Death,% Deaths Race/Ethnicity: Non-Hispanic,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_AmericanIndian,Death,% Deaths Race/Ethnicity: American Indian,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_Asian,Death,% Deaths Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_Black,Death,% Deaths Race/Ethnicity: Black,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_NativeHawaiian,Death,% Deaths Race/Ethnicity: Native Hawaiian or Pacific Islander,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_Other,Death,% Death Race/Ethnicity: Other,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Death_Pct_Race_White,Death,% Deaths Race/Ethnicity: White,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,ICUAdmissions,Hospital,ICU Admissions,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_0_17,Cases,% Cases Age [0-17],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_100_plus,Cases,# Cases Age [100+],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_18_29,Cases,% Cases Age [18-29],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_30_39,Cases,% Cases Age [30-39],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_40_49,Cases,% Cases Age [40-49],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_50_59,Cases,% Cases Age [50-59],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_60_69,Cases,% Cases Age [60-69],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_70_79,Cases,% Cases Age [70-79],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_80_89,Cases,# Cases Age [80-89],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Age_90_99,Cases,# Cases Age [90-99],float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Gender_Female,Cases,% Total Cases: Female,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Pct_Gender_Male,Cases,% Total Cases: Male,float64
../../../covid19demographics-fall/ID/data/data.csv,ID,Scrape_Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/ID/data/data.csv,ID,TotalCases,Cases,Total Cases,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,TotalDeaths,Death,Total Deaths,int64
../../../covid19demographics-fall/ID/data/data.csv,ID,TotalHospitalizations,Hospital,Total Hospitalized,int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Age [0-17],Cases,# Cases Age [0-17],int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Age [18-49],Cases,# Cases Age [18-49],int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Age [50+],Cases,# Cases Age [50+],int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Age [Unknown],Cases,# Cases Age [Unknown],float64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Female,Cases,Total Cases: Female,int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Male,Cases,Total Cases: Male,int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Unknown Gender,Cases,Total Cases: Unknown Sex,int64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Hospitalization: yes,Hospital,Total Hospitalized,float64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Hospitalization: no,Hospital,Total Not Hospitalized,float64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,Hospitalization: unknown,Hospital,Total Unknown Hospitalized,float64
../../../covid19demographics-fall/ID/data/data_V1.csv,ID,pullTime,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,CasesAmongHCW,Hospital,# Cases HCW,int64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,CasesRecovered,Recovered,Total Recovered,int64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,ICUAdmissions,Hospital,ICU Admissions,int64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_0_17,Cases,% Cases Age [0-17],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_18_29,Cases,% Cases Age [18-29],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_30_39,Cases,% Cases Age [30-39],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_40_49,Cases,% Cases Age [40-49],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_50_59,Cases,% Cases Age [50-59],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_60_69,Cases,% Cases Age [60-69],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_70_79,Cases,% Cases Age [70-79],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Age_80_plus,Cases,% Cases Age [80+],float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Gender_Female,Cases,% Total Cases: Female,float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Pct_Gender_Male,Cases,% Total Cases: Male,float64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,Scrape_Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,TotalCases,Cases,Total Cases,int64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,TotalDeaths,Death,Total Deaths,int64
../../../covid19demographics-fall/ID/data/data_V10.csv,ID,TotalHospitalizations,Hospital,Total Hospitalized,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Ethn_Hispanic,Cases,# Cases Race/Ethnicity: Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Ethn_NonHispanic,Cases,# Cases Race/Ethnicity: Non-Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_AmericanIndian,Cases,# Cases Race/Ethnicity: American-Indian,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_Asian,Cases,# Cases Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_Black,Cases,# Cases Race/Ethnicity: Black,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_MultipleRaces,Cases,# Cases Race/Ethnicity: Multiple Races,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_NativeHawaiian,Cases,# Cases Race/Ethnicity: Native Hawaiian,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_Other,Cases,# Cases Race/Ethnicity: Other,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Case_Pct_Race_White,Cases,# Cases Race/Ethnicity: White,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,CasesAmongHCW,Hospital,# Cases HCW,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,CasesRecovered,Recovered,Total Recovered,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Death_Pct_Ethn_Hispanic,Death,% Deaths Race/Ethnicity: Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Death_Pct_Ethn_NonHispanic,Death,% Deaths Race/Ethnicity: Non-Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Death_Pct_Race_Asian,Death,% Deaths Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Death_Pct_Race_Black,Death,% Deaths Race/Ethnicity: Black,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Death_Pct_Race_White,Death,% Deaths Race/Ethnicity: White,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,ICUAdmissions,Hospital,ICU Admissions,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_0_17,Cases,% Cases Age [0-17],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_100_plus,Cases,# Cases Age [100+],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_18_29,Cases,% Cases Age [18-29],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_30_39,Cases,% Cases Age [30-39],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_40_49,Cases,% Cases Age [40-49],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_50_59,Cases,% Cases Age [50-59],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_60_69,Cases,% Cases Age [60-69],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_70_79,Cases,% Cases Age [70-79],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_80_89,Cases,# Cases Age [80-89],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Age_90_99,Cases,# Cases Age [90-99],float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Gender_Female,Cases,% Total Cases: Female,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Pct_Gender_Male,Cases,% Total Cases: Male,float64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,Scrape_Time,Scrape Time,Scrape Time,object
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,TotalCases,Cases,Total Cases,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,TotalDeaths,Death,Total Deaths,int64
../../../covid19demographics-fall/ID/data/data_V11.csv,ID,TotalHospitalizations,Hospital,Total Hospitalized,int64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Ethn_Hispanic,Cases,# Cases Race/Ethnicity: Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Ethn_NonHispanic,Cases,# Cases Race/Ethnicity: Non-Hispanic,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_AmericanIndian,Cases,# Cases Race/Ethnicity: American-Indian,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_Asian,Cases,# Cases Race/Ethnicity: Asian,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_Black,Cases,# Cases Race/Ethnicity: Black,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_MultipleRaces,Cases,# Cases Race/Ethnicity: Multiple Races,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_NativeHawaiian,Cases,# Cases Race/Ethnicity: Native Hawaiian,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_Other,Cases,# Cases Race/Ethnicity: Other,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Case_Pct_Race_White,Cases,# Cases Race/Ethnicity: White,float64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,CasesAmongHCW,Hospital,# Cases HCW,int64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,CasesRecovered,Recovered,Total Recovered,int64
../../../covid19demographics-fall/ID/data/data_V12.csv,ID,Death_Pct_Ethn_Hispanic,Death,% Deaths Race/Ethnicity: Hispanic,float64
